			AGREE(back,nonlocal)	AGREE(front,local)	AGREE(nonhigh_front,local)	AGREE(low_front,local)	AGREE(double_front,local)	USE_FRONT/bilabial__	USE_FRONT/[+cor,+son]__	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
Mekk	Mekknek	1	0	0	0	0	0	0	0	0	0	0
jeny	jenynak	0	0	1	1	1	0	0	1	0	0	0
jeny	jenynek	1	0	0	0	0	0	0	0	0	0	0
Basztersés	Basztersésnak	0	0	1	1	0	1	0	0	1	0	0
Basztersés	Basztersésnek	1	1	0	0	0	0	0	0	0	0	0
szuptíg	szuptígnak	0	0	1	0	0	0	0	0	0	0	0
szuptíg	szuptígnek	1	1	0	0	0	0	0	0	0	0	0
toirn	toirnnak	0	0	1	0	0	0	0	1	0	1	0
toirn	toirnnek	1	1	0	0	0	0	0	0	0	0	0
kravússzem	kravússzemnak	0	0	1	1	1	0	1	0	0	0	0
kravússzem	kravússzemnek	1	1	0	0	0	0	0	0	0	0	0
Komem	Komemnak	0	0	1	1	1	0	1	0	0	0	0
Komem	Komemnek	1	1	0	0	0	0	0	0	0	0	0
Bátes	Bátesnak	0	0	1	1	1	0	0	0	1	0	0
Bátes	Bátesnek	1	1	0	0	0	0	0	0	0	0	0
Futinc	Futincnak	0	0	1	0	0	0	0	0	1	1	0
Futinc	Futincnek	1	1	0	0	0	0	0	0	0	0	0
Ojimm	Ojimmnak	0	0	1	0	0	0	1	0	0	1	0
Ojimm	Ojimmnek	1	1	0	0	0	0	0	0	0	0	0
seny	senynak	0	0	1	1	1	0	0	1	0	0	0
seny	senynek	1	0	0	0	0	0	0	0	0	0	0
ukek	ukeknak	0	0	1	1	1	0	0	0	0	0	0
ukek	ukeknek	1	1	0	0	0	0	0	0	0	0	0
szadsirt	szadsirtnak	1	0	1	0	0	0	0	0	0	1	0
szadsirt	szadsirtnek	0	1	0	0	0	0	0	0	0	0	0
Málosztirc	Málosztircnak	0	0	1	0	0	0	0	0	1	1	0
Málosztirc	Málosztircnek	1	1	0	0	0	0	0	0	0	0	0
bócsíg	bócsígnak	1	0	1	0	0	0	0	0	0	0	0
bócsíg	bócsígnek	0	1	0	0	0	0	0	0	0	0	0
Kémp	Kémpnak	0	0	1	1	0	0	1	0	0	1	0
Kémp	Kémpnek	1	0	0	0	0	0	0	0	0	0	0
mórmes	mórmesnak	0	0	1	1	1	0	0	0	1	0	0
mórmes	mórmesnek	1	1	0	0	0	0	0	0	0	0	0
fopriny	foprinynak	0	0	1	0	0	0	0	1	0	0	0
fopriny	foprinynek	1	1	0	0	0	0	0	0	0	0	0
ze	zenak	0	0	1	1	1	0	0	0	0	0	0
ze	zenek	1	0	0	0	0	0	0	0	0	0	0
Tules	Tulesnak	0	0	1	1	1	0	0	0	1	0	0
Tules	Tulesnek	1	1	0	0	0	0	0	0	0	0	0
Rarmircerd	Rarmircerdnak	0	0	1	1	1	1	0	0	0	1	0
Rarmircerd	Rarmircerdnek	1	1	0	0	0	0	0	0	0	0	0
Ém	Émnak	0	0	1	1	0	0	1	0	0	0	0
Ém	Émnek	1	0	0	0	0	0	0	0	0	0	0
Tagyfem	Tagyfemnak	0	0	1	1	1	0	1	0	0	0	0
Tagyfem	Tagyfemnek	1	1	0	0	0	0	0	0	0	0	0
nélt	néltnak	0	0	1	1	0	0	0	0	0	1	0
nélt	néltnek	1	0	0	0	0	0	0	0	0	0	0
géll	géllnak	0	0	1	1	0	0	0	1	0	1	0
géll	géllnek	1	0	0	0	0	0	0	0	0	0	0
taen	taennak	0	0	1	1	1	0	0	1	0	0	0
taen	taennek	1	1	0	0	0	0	0	0	0	0	0
Gyék	Gyéknak	0	0	1	1	0	0	0	0	0	0	0
Gyék	Gyéknek	1	0	0	0	0	0	0	0	0	0	0
pózslés	pózslésnak	0	0	1	1	0	0	0	0	1	0	0
pózslés	pózslésnek	1	1	0	0	0	0	0	0	0	0	0
Stogéjem	Stogéjemnak	1	0	1	1	1	1	1	0	0	0	0
Stogéjem	Stogéjemnek	0	1	0	0	0	0	0	0	0	0	0
vúrvaibb	vúrvaibbnak	1	0	1	0	0	0	1	0	0	1	0
vúrvaibb	vúrvaibbnek	0	1	0	0	0	0	0	0	0	0	0
girs	girsnak	0	0	1	0	0	0	0	0	1	1	0
girs	girsnek	1	0	0	0	0	0	0	0	0	0	0
csolaktíll	csolaktíllnak	0	0	1	0	0	0	0	1	0	1	0
csolaktíll	csolaktíllnek	1	1	0	0	0	0	0	0	0	0	0
Mageny	Magenynak	1	0	1	1	1	0	0	1	0	0	0
Mageny	Magenynek	0	1	0	0	0	0	0	0	0	0	0
Ronsim	Ronsimnak	1	0	1	0	0	0	1	0	0	0	0
Ronsim	Ronsimnek	0	1	0	0	0	0	0	0	0	0	0
Kulény	Kulénynak	0	0	1	1	0	0	0	1	0	0	0
Kulény	Kulénynek	1	1	0	0	0	0	0	0	0	0	0
Csasagrelt	Csasagreltnak	1	0	1	1	1	0	0	0	0	1	0
Csasagrelt	Csasagreltnek	0	1	0	0	0	0	0	0	0	0	0
vákség	vákségnak	1	0	1	1	0	0	0	0	0	0	0
vákség	vákségnek	0	1	0	0	0	0	0	0	0	0	0
gratiz	gratiznak	1	0	1	0	0	0	0	0	1	0	0
gratiz	gratiznek	0	1	0	0	0	0	0	0	0	0	0
víszt	vísztnak	0	0	1	0	0	0	0	0	0	1	0
víszt	vísztnek	1	0	0	0	0	0	0	0	0	0	1
Zácsazkell	Zácsazkellnak	0	0	1	1	1	0	0	1	0	1	0
Zácsazkell	Zácsazkellnek	1	1	0	0	0	0	0	0	0	0	0
mazuzem	mazuzemnak	0	0	1	1	1	0	1	0	0	0	0
mazuzem	mazuzemnek	1	1	0	0	0	0	0	0	0	0	0
Bávéksz	Bávéksznak	0	0	1	1	0	0	0	0	1	1	0
Bávéksz	Bávéksznek	1	1	0	0	0	0	0	0	0	0	0
ácert	ácertnak	0	0	1	1	1	0	0	0	0	1	0
ácert	ácertnek	1	1	0	0	0	0	0	0	0	0	0
gel	gelnak	0	0	1	1	1	0	0	1	0	0	0
gel	gelnek	1	0	0	0	0	0	0	0	0	0	0
kalég	kalégnak	0	0	1	1	0	0	0	0	0	0	0
kalég	kalégnek	1	1	0	0	0	0	0	0	0	0	0
Javábelt	Javábeltnak	0	0	1	1	1	0	0	0	0	1	0
Javábelt	Javábeltnek	1	1	0	0	0	0	0	0	0	0	0
Ásszir	Ásszirnak	1	0	1	0	0	0	0	1	0	0	0
Ásszir	Ásszirnek	0	1	0	0	0	0	0	0	0	0	0
Vossebb	Vossebbnak	0	0	1	1	1	0	1	0	0	1	0
Vossebb	Vossebbnek	1	1	0	0	0	0	0	0	0	0	0
Szóloem	Szóloemnak	0	0	1	1	1	0	1	0	0	0	0
Szóloem	Szóloemnek	1	1	0	0	0	0	0	0	0	0	0
szek	szeknak	0	0	1	1	1	0	0	0	0	0	0
szek	szeknek	1	0	0	0	0	0	0	0	0	0	0
tes	tesnak	0	0	1	1	1	0	0	0	1	0	0
tes	tesnek	1	0	0	0	0	0	0	0	0	0	0
ábilisz	ábilisznak	0	0	1	0	0	1	0	0	1	0	0
ábilisz	ábilisznek	1	1	0	0	0	0	0	0	0	0	0
Hánénd	Hánéndnak	0	0	1	1	0	0	0	0	0	1	0
Hánénd	Hánéndnek	1	1	0	0	0	0	0	0	0	0	0
csírn	csírnnak	0	0	1	0	0	0	0	1	0	1	0
csírn	csírnnek	1	0	0	0	0	0	0	0	0	0	1
Hém	Hémnak	0	0	1	1	0	0	1	0	0	0	0
Hém	Hémnek	1	0	0	0	0	0	0	0	0	0	0
mónerest	mónerestnak	0	0	1	1	1	1	0	0	0	1	0
mónerest	mónerestnek	1	1	0	0	0	0	0	0	0	0	0
tagén	tagénnak	1	0	1	1	0	0	0	1	0	0	0
tagén	tagénnek	0	1	0	0	0	0	0	0	0	0	0
soseg	sosegnak	0	0	1	1	1	0	0	0	0	0	0
soseg	sosegnek	1	1	0	0	0	0	0	0	0	0	0
Fahális	Fahálisnak	1	0	1	0	0	0	0	0	1	0	0
Fahális	Fahálisnek	0	1	0	0	0	0	0	0	0	0	0
Voganyimb	Voganyimbnak	1	0	1	0	0	0	1	0	0	1	0
Voganyimb	Voganyimbnek	0	1	0	0	0	0	0	0	0	0	0
Riny	Rinynak	0	0	1	0	0	0	0	1	0	0	0
Riny	Rinynek	1	0	0	0	0	0	0	0	0	0	0
Ámténcs	Ámténcsnak	0	0	1	1	0	0	0	0	1	1	0
Ámténcs	Ámténcsnek	1	1	0	0	0	0	0	0	0	0	0
áluzés	áluzésnak	1	0	1	1	0	0	0	0	1	0	0
áluzés	áluzésnek	0	1	0	0	0	0	0	0	0	0	0
tanláe	tanláenak	0	0	1	1	1	0	0	0	0	0	0
tanláe	tanláenek	1	1	0	0	0	0	0	0	0	0	0
ep	epnak	0	0	1	1	1	0	1	0	0	0	0
ep	epnek	1	0	0	0	0	0	0	0	0	0	0
Piln	Pilnnak	0	0	1	0	0	0	0	1	0	1	0
Piln	Pilnnek	1	0	0	0	0	0	0	0	0	0	0
tadátvért	tadátvértnak	0	0	1	1	0	0	0	0	0	1	0
tadátvért	tadátvértnek	1	1	0	0	0	0	0	0	0	0	0
Torkóhes	Torkóhesnak	0	0	1	1	1	0	0	0	1	0	0
Torkóhes	Torkóhesnek	1	1	0	0	0	0	0	0	0	0	0
szóném	szónémnak	1	0	1	1	0	0	1	0	0	0	0
szóném	szónémnek	0	1	0	0	0	0	0	0	0	0	0
túgenc	túgencnak	1	0	1	1	1	0	0	0	1	1	0
túgenc	túgencnek	0	1	0	0	0	0	0	0	0	0	0
ig	ignak	0	0	1	0	0	0	0	0	0	0	0
ig	ignek	1	0	0	0	0	0	0	0	0	0	0
Nídt	Nídtnak	0	0	1	0	0	0	0	0	0	1	0
Nídt	Nídtnek	1	0	0	0	0	0	0	0	0	0	1
Mámer	Mámernak	1	0	1	1	1	0	0	1	0	0	0
Mámer	Mámernek	0	1	0	0	0	0	0	0	0	0	0
Csoksemes	Csoksemesnak	0	0	1	1	1	1	0	0	1	0	0
Csoksemes	Csoksemesnek	1	1	0	0	0	0	0	0	0	0	0
Vem	Vemnak	0	0	1	1	1	0	1	0	0	0	0
Vem	Vemnek	1	0	0	0	0	0	0	0	0	0	0
latorin	latorinnak	1	0	1	0	0	0	0	1	0	0	0
latorin	latorinnek	0	1	0	0	0	0	0	0	0	0	0
eg	egnak	0	0	1	1	1	0	0	0	0	0	0
eg	egnek	1	0	0	0	0	0	0	0	0	0	0
hibb	hibbnak	0	0	1	0	0	0	1	0	0	1	0
hibb	hibbnek	1	0	0	0	0	0	0	0	0	0	0
Kódedest	Kódedestnak	0	0	1	1	1	1	0	0	0	1	0
Kódedest	Kódedestnek	1	1	0	0	0	0	0	0	0	0	0
nyatiinny	nyatiinnynak	1	0	1	0	0	1	0	1	0	1	0
nyatiinny	nyatiinnynek	0	1	0	0	0	0	0	0	0	0	0
Lém	Lémnak	0	0	1	1	0	0	1	0	0	0	0
Lém	Lémnek	1	0	0	0	0	0	0	0	0	0	0
komim	komimnak	1	0	1	0	0	0	1	0	0	0	0
komim	komimnek	0	1	0	0	0	0	0	0	0	0	0
szárdóncse	szárdóncsenak	0	0	1	1	1	0	0	0	0	0	0
szárdóncse	szárdóncsenek	1	1	0	0	0	0	0	0	0	0	0
áges	ágesnak	0	0	1	1	1	0	0	0	1	0	0
áges	ágesnek	1	1	0	0	0	0	0	0	0	0	0
Jér	Jérnak	0	0	1	1	0	0	0	1	0	0	0
Jér	Jérnek	1	0	0	0	0	0	0	0	0	0	0
Ronytebb	Ronytebbnak	0	0	1	1	1	0	1	0	0	1	0
Ronytebb	Ronytebbnek	1	1	0	0	0	0	0	0	0	0	0
Pótáves	Pótávesnak	0	0	1	1	1	0	0	0	1	0	0
Pótáves	Pótávesnek	1	1	0	0	0	0	0	0	0	0	0
Darmett	Darmettnak	0	0	1	1	1	0	0	0	0	1	0
Darmett	Darmettnek	1	1	0	0	0	0	0	0	0	0	0
arjázi	arjázinak	0	0	1	0	0	0	0	0	0	0	0
arjázi	arjázinek	1	1	0	0	0	0	0	0	0	0	0
rávény	rávénynak	0	0	1	1	0	0	0	1	0	0	0
rávény	rávénynek	1	1	0	0	0	0	0	0	0	0	0
marsenc	marsencnak	0	0	1	1	1	0	0	0	1	1	0
marsenc	marsencnek	1	1	0	0	0	0	0	0	0	0	0
Drákell	Drákellnak	0	0	1	1	1	0	0	1	0	1	0
Drákell	Drákellnek	1	1	0	0	0	0	0	0	0	0	0
gyert	gyertnak	0	0	1	1	1	0	0	0	0	1	0
gyert	gyertnek	1	0	0	0	0	0	0	0	0	0	0
Hanareny	Hanarenynak	0	0	1	1	1	0	0	1	0	0	0
Hanareny	Hanarenynek	1	1	0	0	0	0	0	0	0	0	0
vánem	vánemnak	0	0	1	1	1	0	1	0	0	0	0
vánem	vánemnek	1	1	0	0	0	0	0	0	0	0	0
urtink	urtinknak	1	0	1	0	0	0	0	0	0	1	0
urtink	urtinknek	0	1	0	0	0	0	0	0	0	0	0
ápis	ápisnak	1	0	1	0	0	0	0	0	1	0	0
ápis	ápisnek	0	1	0	0	0	0	0	0	0	0	0
Neks	Neksnak	0	0	1	1	1	0	0	0	1	1	0
Neks	Neksnek	1	0	0	0	0	0	0	0	0	0	0
Ges	Gesnak	0	0	1	1	1	0	0	0	1	0	0
Ges	Gesnek	1	0	0	0	0	0	0	0	0	0	0
Káhém	Káhémnak	0	0	1	1	0	0	1	0	0	0	0
Káhém	Káhémnek	1	1	0	0	0	0	0	0	0	0	0
Jéj	Jéjnak	0	0	1	1	0	0	0	0	0	0	0
Jéj	Jéjnek	1	0	0	0	0	0	0	0	0	0	0
lalkonkér	lalkonkérnak	0	0	1	1	0	0	0	1	0	0	0
lalkonkér	lalkonkérnek	1	1	0	0	0	0	0	0	0	0	0
ket	ketnak	0	0	1	1	1	0	0	0	0	0	0
ket	ketnek	1	0	0	0	0	0	0	0	0	0	0
semb	sembnak	0	0	1	1	1	0	1	0	0	1	0
semb	sembnek	1	0	0	0	0	0	0	0	0	0	0
Vonyepjis	Vonyepjisnak	0	0	1	0	0	1	0	0	1	0	0
Vonyepjis	Vonyepjisnek	1	1	0	0	0	0	0	0	0	0	0
járódill	járódillnak	0	0	1	0	0	0	0	1	0	1	0
járódill	járódillnek	1	1	0	0	0	0	0	0	0	0	0
Holoszes	Holoszesnak	0	0	1	1	1	0	0	0	1	0	0
Holoszes	Holoszesnek	1	1	0	0	0	0	0	0	0	0	0
zsojenzém	zsojenzémnak	1	0	1	1	0	1	1	0	0	0	0
zsojenzém	zsojenzémnek	0	1	0	0	0	0	0	0	0	0	0
álzest	álzestnak	0	0	1	1	1	0	0	0	0	1	0
álzest	álzestnek	1	1	0	0	0	0	0	0	0	0	0
votagín	votagínnak	1	0	1	0	0	0	0	1	0	0	0
votagín	votagínnek	0	1	0	0	0	0	0	0	0	0	0
Záve	Závenak	1	0	1	1	1	0	0	0	0	0	0
Záve	Závenek	0	1	0	0	0	0	0	0	0	0	0
Klégy	Klégynak	0	0	1	1	0	0	0	0	0	0	0
Klégy	Klégynek	1	0	0	0	0	0	0	0	0	0	0
Struzmélt	Struzméltnak	0	0	1	1	0	0	0	0	0	1	0
Struzmélt	Struzméltnek	1	1	0	0	0	0	0	0	0	0	0
Bankodéss	Bankodéssnak	0	0	1	1	0	0	0	0	1	1	0
Bankodéss	Bankodéssnek	1	1	0	0	0	0	0	0	0	0	0
putatép	putatépnak	0	0	1	1	0	0	1	0	0	0	0
putatép	putatépnek	1	1	0	0	0	0	0	0	0	0	0
bánsimm	bánsimmnak	0	0	1	0	0	0	1	0	0	1	0
bánsimm	bánsimmnek	1	1	0	0	0	0	0	0	0	0	0
gyárlástel	gyárlástelnak	0	0	1	1	1	0	0	1	0	0	0
gyárlástel	gyárlástelnek	1	1	0	0	0	0	0	0	0	0	0
Hamem	Hamemnak	0	0	1	1	1	0	1	0	0	0	0
Hamem	Hamemnek	1	1	0	0	0	0	0	0	0	0	0
nerny	nernynak	0	0	1	1	1	0	0	1	0	1	0
nerny	nernynek	1	0	0	0	0	0	0	0	0	0	0
Azek	Azeknak	0	0	1	1	1	0	0	0	0	0	0
Azek	Azeknek	1	1	0	0	0	0	0	0	0	0	0
apelk	apelknak	0	0	1	1	1	0	0	0	0	1	0
apelk	apelknek	1	1	0	0	0	0	0	0	0	0	0
userc	usercnak	0	0	1	1	1	0	0	0	1	1	0
userc	usercnek	1	1	0	0	0	0	0	0	0	0	0
pélm	pélmnak	0	0	1	1	0	0	1	0	0	1	0
pélm	pélmnek	1	0	0	0	0	0	0	0	0	0	0
Kes	Kesnak	0	0	1	1	1	0	0	0	1	0	0
Kes	Kesnek	1	0	0	0	0	0	0	0	0	0	0
Tázmotrél	Tázmotrélnak	0	0	1	1	0	0	0	1	0	0	0
Tázmotrél	Tázmotrélnek	1	1	0	0	0	0	0	0	0	0	0
Tondes	Tondesnak	0	0	1	1	1	0	0	0	1	0	0
Tondes	Tondesnek	1	1	0	0	0	0	0	0	0	0	0
Osél	Osélnak	0	0	1	1	0	0	0	1	0	0	0
Osél	Osélnek	1	1	0	0	0	0	0	0	0	0	0
tarzett	tarzettnak	0	0	1	1	1	0	0	0	0	1	0
tarzett	tarzettnek	1	1	0	0	0	0	0	0	0	0	0
csonyém	csonyémnak	0	0	1	1	0	0	1	0	0	0	0
csonyém	csonyémnek	1	1	0	0	0	0	0	0	0	0	0
nyotelély	nyotelélynak	0	0	1	1	0	1	0	0	0	0	0
nyotelély	nyotelélynek	1	1	0	0	0	0	0	0	0	0	0
Rorulyell	Rorulyellnak	0	0	1	1	1	0	0	1	0	1	0
Rorulyell	Rorulyellnek	1	1	0	0	0	0	0	0	0	0	0
témb	témbnak	0	0	1	1	0	0	1	0	0	1	0
témb	témbnek	1	0	0	0	0	0	0	0	0	0	0
Kársir	Kársirnak	1	0	1	0	0	0	0	1	0	0	0
Kársir	Kársirnek	0	1	0	0	0	0	0	0	0	0	0
ólormek	ólormeknak	0	0	1	1	1	0	0	0	0	0	0
ólormek	ólormeknek	1	1	0	0	0	0	0	0	0	0	0
vácudvén	vácudvénnak	0	0	1	1	0	0	0	1	0	0	0
vácudvén	vácudvénnek	1	1	0	0	0	0	0	0	0	0	0
tavólters	tavóltersnak	0	0	1	1	1	0	0	0	1	1	0
tavólters	tavóltersnek	1	1	0	0	0	0	0	0	0	0	0
Kesz	Kesznak	0	0	1	1	1	0	0	0	1	0	0
Kesz	Kesznek	1	0	0	0	0	0	0	0	0	0	0
Tijt	Tijtnak	0	0	1	0	0	0	0	0	0	1	0
Tijt	Tijtnek	1	0	0	0	0	0	0	0	0	0	0
Keg	Kegnak	0	0	1	1	1	0	0	0	0	0	0
Keg	Kegnek	1	0	0	0	0	0	0	0	0	0	0
Dzsanyébem	Dzsanyébemnak	0	0	1	1	1	1	1	0	0	0	0
Dzsanyébem	Dzsanyébemnek	1	1	0	0	0	0	0	0	0	0	0
bamlett	bamlettnak	0	0	1	1	1	0	0	0	0	1	0
bamlett	bamlettnek	1	1	0	0	0	0	0	0	0	0	0
máliép	máliépnak	0	0	1	1	0	1	1	0	0	0	0
máliép	máliépnek	1	1	0	0	0	0	0	0	0	0	0
plís	plísnak	0	0	1	0	0	0	0	0	1	0	0
plís	plísnek	1	0	0	0	0	0	0	0	0	0	1
Zóger	Zógernak	0	0	1	1	1	0	0	1	0	0	0
Zóger	Zógernek	1	1	0	0	0	0	0	0	0	0	0
rétt	réttnak	0	0	1	1	0	0	0	0	0	1	0
rétt	réttnek	1	0	0	0	0	0	0	0	0	0	0
Szusmeld	Szusmeldnak	1	0	1	1	1	0	0	0	0	1	0
Szusmeld	Szusmeldnek	0	1	0	0	0	0	0	0	0	0	0
jotkik	jotkiknak	1	0	1	0	0	0	0	0	0	0	0
jotkik	jotkiknek	0	1	0	0	0	0	0	0	0	0	0
ínc	íncnak	0	0	1	0	0	0	0	0	1	1	0
ínc	íncnek	1	0	0	0	0	0	0	0	0	0	1
gralkilp	gralkilpnak	0	0	1	0	0	0	1	0	0	1	0
gralkilp	gralkilpnek	1	1	0	0	0	0	0	0	0	0	0
Basszalek	Basszaleknak	0	0	1	1	1	0	0	0	0	0	0
Basszalek	Basszaleknek	1	1	0	0	0	0	0	0	0	0	0
Kártem	Kártemnak	0	0	1	1	1	0	1	0	0	0	0
Kártem	Kártemnek	1	1	0	0	0	0	0	0	0	0	0
Szes	Szesnak	0	0	1	1	1	0	0	0	1	0	0
Szes	Szesnek	1	0	0	0	0	0	0	0	0	0	0
Lopzis	Lopzisnak	1	0	1	0	0	0	0	0	1	0	0
Lopzis	Lopzisnek	0	1	0	0	0	0	0	0	0	0	0
csogeny	csogenynak	0	0	1	1	1	0	0	1	0	0	0
csogeny	csogenynek	1	1	0	0	0	0	0	0	0	0	0
ámélvill	ámélvillnak	0	0	1	0	0	1	0	1	0	1	0
ámélvill	ámélvillnek	1	1	0	0	0	0	0	0	0	0	0
bódem	bódemnak	0	0	1	1	1	0	1	0	0	0	0
bódem	bódemnek	1	1	0	0	0	0	0	0	0	0	0
Rollény	Rollénynak	1	0	1	1	0	0	0	1	0	0	0
Rollény	Rollénynek	0	1	0	0	0	0	0	0	0	0	0
lázmepé	lázmepénak	1	0	1	1	0	1	0	0	0	0	0
lázmepé	lázmepének	0	1	0	0	0	0	0	0	0	0	0
Csapakes	Csapakesnak	0	0	1	1	1	0	0	0	1	0	0
Csapakes	Csapakesnek	1	1	0	0	0	0	0	0	0	0	0
dákélkéjn	dákélkéjnnak	0	0	1	1	0	1	0	1	0	1	0
dákélkéjn	dákélkéjnnek	1	1	0	0	0	0	0	0	0	0	0
kerzs	kerzsnak	1	0	1	1	1	0	0	0	1	1	0
kerzs	kerzsnek	0	0	0	0	0	0	0	0	0	0	0
elp	elpnak	0	0	1	1	1	0	1	0	0	1	0
elp	elpnek	1	0	0	0	0	0	0	0	0	0	0
Kázitt	Kázittnak	1	0	1	0	0	0	0	0	0	1	0
Kázitt	Kázittnek	0	1	0	0	0	0	0	0	0	0	0
Hem	Hemnak	0	0	1	1	1	0	1	0	0	0	0
Hem	Hemnek	1	0	0	0	0	0	0	0	0	0	0
Frunysir	Frunysirnak	1	0	1	0	0	0	0	1	0	0	0
Frunysir	Frunysirnek	0	1	0	0	0	0	0	0	0	0	0
Laartím	Laartímnak	1	0	1	0	0	0	1	0	0	0	0
Laartím	Laartímnek	0	1	0	0	0	0	0	0	0	0	0
bagyléngy	bagyléngynak	0	0	1	1	0	0	0	0	0	1	0
bagyléngy	bagyléngynek	1	1	0	0	0	0	0	0	0	0	0
dagysék	dagyséknak	0	0	1	1	0	0	0	0	0	0	0
dagysék	dagyséknek	1	1	0	0	0	0	0	0	0	0	0
nálész	nálésznak	1	0	1	1	0	0	0	0	1	0	0
nálész	nálésznek	0	1	0	0	0	0	0	0	0	0	0
Ocet	Ocetnak	0	0	1	1	1	0	0	0	0	0	0
Ocet	Ocetnek	1	1	0	0	0	0	0	0	0	0	0
martjés	martjésnak	1	0	1	1	0	0	0	0	1	0	0
martjés	martjésnek	0	1	0	0	0	0	0	0	0	0	0
Zset	Zsetnak	0	0	1	1	1	0	0	0	0	0	0
Zset	Zsetnek	1	0	0	0	0	0	0	0	0	0	0
kanitt	kanittnak	1	0	1	0	0	0	0	0	0	1	0
kanitt	kanittnek	0	1	0	0	0	0	0	0	0	0	0
bakén	bakénnak	0	0	1	1	0	0	0	1	0	0	0
bakén	bakénnek	1	1	0	0	0	0	0	0	0	0	0
szins	szinsnak	0	0	1	0	0	0	0	0	1	1	0
szins	szinsnek	1	0	0	0	0	0	0	0	0	0	0
Száldadsipp	Száldadsippnak	0	0	1	0	0	0	1	0	0	1	0
Száldadsipp	Száldadsippnek	1	1	0	0	0	0	0	0	0	0	0
Ém	Émnak	0	0	1	1	0	0	1	0	0	0	0
Ém	Émnek	1	0	0	0	0	0	0	0	0	0	0
Atenty	Atentynak	0	0	1	1	1	0	0	0	0	1	0
Atenty	Atentynek	1	1	0	0	0	0	0	0	0	0	0
Jes	Jesnak	0	0	1	1	1	0	0	0	1	0	0
Jes	Jesnek	1	0	0	0	0	0	0	0	0	0	0
szogéjn	szogéjnnak	0	0	1	1	0	0	0	1	0	1	0
szogéjn	szogéjnnek	1	1	0	0	0	0	0	0	0	0	0
oten	otennak	0	0	1	1	1	0	0	1	0	0	0
oten	otennek	1	1	0	0	0	0	0	0	0	0	0
zádém	zádémnak	0	0	1	1	0	0	1	0	0	0	0
zádém	zádémnek	1	1	0	0	0	0	0	0	0	0	0
Hés	Hésnak	0	0	1	1	0	0	0	0	1	0	0
Hés	Hésnek	1	0	0	0	0	0	0	0	0	0	0
csazitért	csazitértnak	1	0	1	1	0	1	0	0	0	1	0
csazitért	csazitértnek	0	1	0	0	0	0	0	0	0	0	0
Ert	Ertnak	0	0	1	1	1	0	0	0	0	1	0
Ert	Ertnek	1	0	0	0	0	0	0	0	0	0	0
mátérzim	mátérzimnak	0	0	1	0	0	1	1	0	0	0	0
mátérzim	mátérzimnek	1	1	0	0	0	0	0	0	0	0	0
hoely	hoelynak	1	0	1	1	1	0	0	0	0	0	0
hoely	hoelynek	0	1	0	0	0	0	0	0	0	0	0
Ozmén	Ozménnak	1	0	1	1	0	0	0	1	0	0	0
Ozmén	Ozménnek	0	1	0	0	0	0	0	0	0	0	0
szákmerny	szákmernynak	0	0	1	1	1	0	0	1	0	1	0
szákmerny	szákmernynek	1	1	0	0	0	0	0	0	0	0	0
kódleszk	kódleszknak	1	0	1	1	1	0	0	0	0	1	0
kódleszk	kódleszknek	0	1	0	0	0	0	0	0	0	0	0
Tátamir	Tátamirnak	1	0	1	0	0	0	0	1	0	0	0
Tátamir	Tátamirnek	0	1	0	0	0	0	0	0	0	0	0
Teg	Tegnak	0	0	1	1	1	0	0	0	0	0	0
Teg	Tegnek	1	0	0	0	0	0	0	0	0	0	0
talnin	talninnak	1	0	1	0	0	0	0	1	0	0	0
talnin	talninnek	0	1	0	0	0	0	0	0	0	0	0
Kókem	Kókemnak	0	0	1	1	1	0	1	0	0	0	0
Kókem	Kókemnek	1	1	0	0	0	0	0	0	0	0	0
árgotém	árgotémnak	1	0	1	1	0	0	1	0	0	0	0
árgotém	árgotémnek	0	1	0	0	0	0	0	0	0	0	0
vecc	veccnak	0	0	1	1	1	0	0	0	1	1	0
vecc	veccnek	1	0	0	0	0	0	0	0	0	0	0
Colel	Colelnak	0	0	1	1	1	0	0	1	0	0	0
Colel	Colelnek	1	1	0	0	0	0	0	0	0	0	0
Fáfrírs	Fáfrírsnak	1	0	1	0	0	0	0	0	1	1	0
Fáfrírs	Fáfrírsnek	0	1	0	0	0	0	0	0	0	0	0
Bólkazes	Bólkazesnak	1	0	1	1	1	0	0	0	1	0	0
Bólkazes	Bólkazesnek	0	1	0	0	0	0	0	0	0	0	0
csoepp	csoeppnak	0	0	1	1	1	0	1	0	0	1	0
csoepp	csoeppnek	1	1	0	0	0	0	0	0	0	0	0
Hónyébb	Hónyébbnak	1	0	1	1	0	0	1	0	0	1	0
Hónyébb	Hónyébbnek	0	1	0	0	0	0	0	0	0	0	0
áles	álesnak	1	0	1	1	1	0	0	0	1	0	0
áles	álesnek	0	1	0	0	0	0	0	0	0	0	0
Ornyences	Ornyencesnak	0	0	1	1	1	1	0	0	1	0	0
Ornyences	Ornyencesnek	1	1	0	0	0	0	0	0	0	0	0
tozodit	tozoditnak	1	0	1	0	0	0	0	0	0	0	0
tozodit	tozoditnek	0	1	0	0	0	0	0	0	0	0	0
Szidt	Szidtnak	0	0	1	0	0	0	0	0	0	1	0
Szidt	Szidtnek	1	0	0	0	0	0	0	0	0	0	0
