			"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__
molsen	molsennek	0	1	0	0	0	0	0	0	0	0	0
Mekk	Mekknak	1	0	1	1	1	0	0	0	0	1	0
Mekk	Mekknek	0	0	0	0	0	0	0	0	0	0	0
jeny	jenynak	0	0	1	1	1	0	0	1	0	0	0
jeny	jenynek	1	0	0	0	0	0	0	0	0	0	0
Basztersés	Basztersésnak	0	0	1	1	0	1	0	0	1	0	0
Basztersés	Basztersésnek	1	1	0	0	0	0	0	0	0	0	0
szuptíg	szuptígnak	0	0	1	0	0	0	0	0	0	0	0
szuptíg	szuptígnek	1	1	0	0	0	0	0	0	0	0	0
toirn	toirnnak	0	0	1	0	0	0	0	1	0	1	0
toirn	toirnnek	1	1	0	0	0	0	0	0	0	0	0
kravússzem	kravússzemnak	0	0	1	1	1	0	1	0	0	0	0
kravússzem	kravússzemnek	1	1	0	0	0	0	0	0	0	0	0
Komem	Komemnak	0	0	1	1	1	0	1	0	0	0	0
Komem	Komemnek	1	1	0	0	0	0	0	0	0	0	0
Bátes	Bátesnak	0	0	1	1	1	0	0	0	1	0	0
Bátes	Bátesnek	1	1	0	0	0	0	0	0	0	0	0
Futinc	Futincnak	0	0	1	0	0	0	0	0	1	1	0
Futinc	Futincnek	1	1	0	0	0	0	0	0	0	0	0
Ojimm	Ojimmnak	0	0	1	0	0	0	1	0	0	1	0
Ojimm	Ojimmnek	1	1	0	0	0	0	0	0	0	0	0
seny	senynak	0	0	1	1	1	0	0	1	0	0	0
seny	senynek	1	0	0	0	0	0	0	0	0	0	0
ukek	ukeknak	0	0	1	1	1	0	0	0	0	0	0
ukek	ukeknek	1	1	0	0	0	0	0	0	0	0	0
szadsirt	szadsirtnak	1	0	1	0	0	0	0	0	0	1	0
szadsirt	szadsirtnek	0	1	0	0	0	0	0	0	0	0	0
Málosztirc	Málosztircnak	0	0	1	0	0	0	0	0	1	1	0
Málosztirc	Málosztircnek	1	1	0	0	0	0	0	0	0	0	0
bócsíg	bócsígnak	1	0	1	0	0	0	0	0	0	0	0
bócsíg	bócsígnek	0	1	0	0	0	0	0	0	0	0	0
Kémp	Kémpnak	0	0	1	1	0	0	1	0	0	1	0
Kémp	Kémpnek	1	0	0	0	0	0	0	0	0	0	0
mórmes	mórmesnak	0	0	1	1	1	0	0	0	1	0	0
mórmes	mórmesnek	1	1	0	0	0	0	0	0	0	0	0
fopriny	foprinynak	1	0	1	0	0	0	0	1	0	0	0
fopriny	foprinynek	0	1	0	0	0	0	0	0	0	0	0
ze	zenak	1	0	1	1	1	0	0	0	0	0	0
ze	zenek	0	0	0	0	0	0	0	0	0	0	0
Tules	Tulesnak	1	0	1	1	1	0	0	0	1	0	0
Tules	Tulesnek	0	1	0	0	0	0	0	0	0	0	0
Rarmircerd	Rarmircerdnak	1	0	1	1	1	1	0	0	0	1	0
Rarmircerd	Rarmircerdnek	0	1	0	0	0	0	0	0	0	0	0
Ém	Émnak	1	0	1	1	0	0	1	0	0	0	0
Ém	Émnek	0	0	0	0	0	0	0	0	0	0	0
Tagyfem	Tagyfemnak	1	0	1	1	1	0	1	0	0	0	0
Tagyfem	Tagyfemnek	0	1	0	0	0	0	0	0	0	0	0
nélt	néltnak	1	0	1	1	0	0	0	0	0	1	0
nélt	néltnek	0	0	0	0	0	0	0	0	0	0	0
géll	géllnak	1	0	1	1	0	0	0	1	0	1	0
géll	géllnek	0	0	0	0	0	0	0	0	0	0	0
taen	taennak	0	0	1	1	1	0	0	1	0	0	0
taen	taennek	1	1	0	0	0	0	0	0	0	0	0
Gyék	Gyéknak	1	0	1	1	0	0	0	0	0	0	0
Gyék	Gyéknek	0	0	0	0	0	0	0	0	0	0	0
pózslés	pózslésnak	0	0	1	1	0	0	0	0	1	0	0
pózslés	pózslésnek	1	1	0	0	0	0	0	0	0	0	0
Stogéjem	Stogéjemnak	1	0	1	1	1	1	1	0	0	0	0
Stogéjem	Stogéjemnek	0	1	0	0	0	0	0	0	0	0	0
vúrvaibb	vúrvaibbnak	0	0	1	0	0	0	1	0	0	1	0
vúrvaibb	vúrvaibbnek	1	1	0	0	0	0	0	0	0	0	0
girs	girsnak	1	0	1	0	0	0	0	0	1	1	0
girs	girsnek	0	0	0	0	0	0	0	0	0	0	0
csolaktíll	csolaktíllnak	1	0	1	0	0	0	0	1	0	1	0
csolaktíll	csolaktíllnek	0	1	0	0	0	0	0	0	0	0	0
Mageny	Magenynak	0	0	1	1	1	0	0	1	0	0	0
Mageny	Magenynek	1	1	0	0	0	0	0	0	0	0	0
Ronsim	Ronsimnak	1	0	1	0	0	0	1	0	0	0	0
Ronsim	Ronsimnek	0	1	0	0	0	0	0	0	0	0	0
Kulény	Kulénynak	0	0	1	1	0	0	0	1	0	0	0
Kulény	Kulénynek	1	1	0	0	0	0	0	0	0	0	0
Csasagrelt	Csasagreltnak	0	0	1	1	1	0	0	0	0	1	0
Csasagrelt	Csasagreltnek	1	1	0	0	0	0	0	0	0	0	0
vákség	vákségnak	1	0	1	1	0	0	0	0	0	0	0
vákség	vákségnek	0	1	0	0	0	0	0	0	0	0	0
gratiz	gratiznak	1	0	1	0	0	0	0	0	1	0	0
gratiz	gratiznek	0	1	0	0	0	0	0	0	0	0	0
víszt	vísztnak	1	0	1	0	0	0	0	0	0	1	0
víszt	vísztnek	0	0	0	0	0	0	0	0	0	0	1
Zácsazkell	Zácsazkellnak	1	0	1	1	1	0	0	1	0	1	0
Zácsazkell	Zácsazkellnek	0	1	0	0	0	0	0	0	0	0	0
mazuzem	mazuzemnak	0	0	1	1	1	0	1	0	0	0	0
mazuzem	mazuzemnek	1	1	0	0	0	0	0	0	0	0	0
Bávéksz	Bávéksznak	1	0	1	1	0	0	0	0	1	1	0
Bávéksz	Bávéksznek	0	1	0	0	0	0	0	0	0	0	0
ácert	ácertnak	1	0	1	1	1	0	0	0	0	1	0
ácert	ácertnek	0	1	0	0	0	0	0	0	0	0	0
gel	gelnak	0	0	1	1	1	0	0	1	0	0	0
gel	gelnek	1	0	0	0	0	0	0	0	0	0	0
kalég	kalégnak	1	0	1	1	0	0	0	0	0	0	0
kalég	kalégnek	0	1	0	0	0	0	0	0	0	0	0
Javábelt	Javábeltnak	1	0	1	1	1	0	0	0	0	1	0
Javábelt	Javábeltnek	0	1	0	0	0	0	0	0	0	0	0
Ásszir	Ásszirnak	0	0	1	0	0	0	0	1	0	0	0
Ásszir	Ásszirnek	1	1	0	0	0	0	0	0	0	0	0
Vossebb	Vossebbnak	1	0	1	1	1	0	1	0	0	1	0
Vossebb	Vossebbnek	0	1	0	0	0	0	0	0	0	0	0
Szóloem	Szóloemnak	0	0	1	1	1	0	1	0	0	0	0
Szóloem	Szóloemnek	1	1	0	0	0	0	0	0	0	0	0
szek	szeknak	1	0	1	1	1	0	0	0	0	0	0
szek	szeknek	0	0	0	0	0	0	0	0	0	0	0
tes	tesnak	0	0	1	1	1	0	0	0	1	0	0
tes	tesnek	1	0	0	0	0	0	0	0	0	0	0
ábilisz	ábilisznak	1	0	1	0	0	1	0	0	1	0	0
ábilisz	ábilisznek	0	1	0	0	0	0	0	0	0	0	0
Hánénd	Hánéndnak	1	0	1	1	0	0	0	0	0	1	0
Hánénd	Hánéndnek	0	1	0	0	0	0	0	0	0	0	0
csírn	csírnnak	0	0	1	0	0	0	0	1	0	1	0
csírn	csírnnek	1	0	0	0	0	0	0	0	0	0	1
Hém	Hémnak	1	0	1	1	0	0	1	0	0	0	0
Hém	Hémnek	0	0	0	0	0	0	0	0	0	0	0
mónerest	mónerestnak	0	0	1	1	1	1	0	0	0	1	0
mónerest	mónerestnek	1	1	0	0	0	0	0	0	0	0	0
tagén	tagénnak	0	0	1	1	0	0	0	1	0	0	0
tagén	tagénnek	1	1	0	0	0	0	0	0	0	0	0
soseg	sosegnak	1	0	1	1	1	0	0	0	0	0	0
soseg	sosegnek	0	1	0	0	0	0	0	0	0	0	0
Fahális	Fahálisnak	1	0	1	0	0	0	0	0	1	0	0
Fahális	Fahálisnek	0	1	0	0	0	0	0	0	0	0	0
Voganyimb	Voganyimbnak	1	0	1	0	0	0	1	0	0	1	0
Voganyimb	Voganyimbnek	0	1	0	0	0	0	0	0	0	0	0
Riny	Rinynak	1	0	1	0	0	0	0	1	0	0	0
Riny	Rinynek	0	0	0	0	0	0	0	0	0	0	0
Ámténcs	Ámténcsnak	1	0	1	1	0	0	0	0	1	1	0
Ámténcs	Ámténcsnek	0	1	0	0	0	0	0	0	0	0	0
áluzés	áluzésnak	0	0	1	1	0	0	0	0	1	0	0
áluzés	áluzésnek	1	1	0	0	0	0	0	0	0	0	0
tanláe	tanláenak	1	0	1	1	1	0	0	0	0	0	0
tanláe	tanláenek	0	1	0	0	0	0	0	0	0	0	0
ep	epnak	0	0	1	1	1	0	1	0	0	0	0
ep	epnek	1	0	0	0	0	0	0	0	0	0	0
Piln	Pilnnak	1	0	1	0	0	0	0	1	0	1	0
Piln	Pilnnek	0	0	0	0	0	0	0	0	0	0	0
tadátvért	tadátvértnak	0	0	1	1	0	0	0	0	0	1	0
tadátvért	tadátvértnek	1	1	0	0	0	0	0	0	0	0	0
Torkóhes	Torkóhesnak	0	0	1	1	1	0	0	0	1	0	0
Torkóhes	Torkóhesnek	1	1	0	0	0	0	0	0	0	0	0
szóném	szónémnak	0	0	1	1	0	0	1	0	0	0	0
szóném	szónémnek	1	1	0	0	0	0	0	0	0	0	0
túgenc	túgencnak	0	0	1	1	1	0	0	0	1	1	0
túgenc	túgencnek	1	1	0	0	0	0	0	0	0	0	0
ig	ignak	1	0	1	0	0	0	0	0	0	0	0
ig	ignek	0	0	0	0	0	0	0	0	0	0	0
Nídt	Nídtnak	1	0	1	0	0	0	0	0	0	1	0
Nídt	Nídtnek	0	0	0	0	0	0	0	0	0	0	1
Mámer	Mámernak	1	0	1	1	1	0	0	1	0	0	0
Mámer	Mámernek	0	1	0	0	0	0	0	0	0	0	0
Csoksemes	Csoksemesnak	1	0	1	1	1	1	0	0	1	0	0
Csoksemes	Csoksemesnek	0	1	0	0	0	0	0	0	0	0	0
Vem	Vemnak	0	0	1	1	1	0	1	0	0	0	0
Vem	Vemnek	1	0	0	0	0	0	0	0	0	0	0
latorin	latorinnak	1	0	1	0	0	0	0	1	0	0	0
latorin	latorinnek	0	1	0	0	0	0	0	0	0	0	0
eg	egnak	1	0	1	1	1	0	0	0	0	0	0
eg	egnek	0	0	0	0	0	0	0	0	0	0	0
hibb	hibbnak	0	0	1	0	0	0	1	0	0	1	0
hibb	hibbnek	1	0	0	0	0	0	0	0	0	0	0
Kódedest	Kódedestnak	0	0	1	1	1	1	0	0	0	1	0
Kódedest	Kódedestnek	1	1	0	0	0	0	0	0	0	0	0
nyatiinny	nyatiinnynak	1	0	1	0	0	1	0	1	0	1	0
nyatiinny	nyatiinnynek	0	1	0	0	0	0	0	0	0	0	0
Lém	Lémnak	1	0	1	1	0	0	1	0	0	0	0
Lém	Lémnek	0	0	0	0	0	0	0	0	0	0	0
komim	komimnak	0	0	1	0	0	0	1	0	0	0	0
komim	komimnek	1	1	0	0	0	0	0	0	0	0	0
szárdóncse	szárdóncsenak	0	0	1	1	1	0	0	0	0	0	0
szárdóncse	szárdóncsenek	1	1	0	0	0	0	0	0	0	0	0
áges	ágesnak	0	0	1	1	1	0	0	0	1	0	0
áges	ágesnek	1	1	0	0	0	0	0	0	0	0	0
Jér	Jérnak	1	0	1	1	0	0	0	1	0	0	0
Jér	Jérnek	0	0	0	0	0	0	0	0	0	0	0
Ronytebb	Ronytebbnak	1	0	1	1	1	0	1	0	0	1	0
Ronytebb	Ronytebbnek	0	1	0	0	0	0	0	0	0	0	0
Pótáves	Pótávesnak	1	0	1	1	1	0	0	0	1	0	0
Pótáves	Pótávesnek	0	1	0	0	0	0	0	0	0	0	0
Darmett	Darmettnak	1	0	1	1	1	0	0	0	0	1	0
Darmett	Darmettnek	0	1	0	0	0	0	0	0	0	0	0
arjázi	arjázinak	0	0	1	0	0	0	0	0	0	0	0
arjázi	arjázinek	1	1	0	0	0	0	0	0	0	0	0
rávény	rávénynak	1	0	1	1	0	0	0	1	0	0	0
rávény	rávénynek	0	1	0	0	0	0	0	0	0	0	0
marsenc	marsencnak	1	0	1	1	1	0	0	0	1	1	0
marsenc	marsencnek	0	1	0	0	0	0	0	0	0	0	0
Drákell	Drákellnak	0	0	1	1	1	0	0	1	0	1	0
Drákell	Drákellnek	1	1	0	0	0	0	0	0	0	0	0
gyert	gyertnak	0	0	1	1	1	0	0	0	0	1	0
gyert	gyertnek	1	0	0	0	0	0	0	0	0	0	0
Hanareny	Hanarenynak	0	0	1	1	1	0	0	1	0	0	0
Hanareny	Hanarenynek	1	1	0	0	0	0	0	0	0	0	0
vánem	vánemnak	0	0	1	1	1	0	1	0	0	0	0
vánem	vánemnek	1	1	0	0	0	0	0	0	0	0	0
urtink	urtinknak	0	0	1	0	0	0	0	0	0	1	0
urtink	urtinknek	1	1	0	0	0	0	0	0	0	0	0
ápis	ápisnak	1	0	1	0	0	0	0	0	1	0	0
ápis	ápisnek	0	1	0	0	0	0	0	0	0	0	0
Neks	Neksnak	0	0	1	1	1	0	0	0	1	1	0
Neks	Neksnek	1	0	0	0	0	0	0	0	0	0	0
Ges	Gesnak	0	0	1	1	1	0	0	0	1	0	0
Ges	Gesnek	1	0	0	0	0	0	0	0	0	0	0
Káhém	Káhémnak	1	0	1	1	0	0	1	0	0	0	0
Káhém	Káhémnek	0	1	0	0	0	0	0	0	0	0	0
Jéj	Jéjnak	0	0	1	1	0	0	0	0	0	0	0
Jéj	Jéjnek	1	0	0	0	0	0	0	0	0	0	0
lalkonkér	lalkonkérnak	1	0	1	1	0	0	0	1	0	0	0
lalkonkér	lalkonkérnek	0	1	0	0	0	0	0	0	0	0	0
ket	ketnak	0	0	1	1	1	0	0	0	0	0	0
ket	ketnek	1	0	0	0	0	0	0	0	0	0	0
semb	sembnak	0	0	1	1	1	0	1	0	0	1	0
semb	sembnek	1	0	0	0	0	0	0	0	0	0	0
Vonyepjis	Vonyepjisnak	0	0	1	0	0	1	0	0	1	0	0
Vonyepjis	Vonyepjisnek	1	1	0	0	0	0	0	0	0	0	0
járódill	járódillnak	0	0	1	0	0	0	0	1	0	1	0
járódill	járódillnek	1	1	0	0	0	0	0	0	0	0	0
Holoszes	Holoszesnak	0	0	1	1	1	0	0	0	1	0	0
Holoszes	Holoszesnek	1	1	0	0	0	0	0	0	0	0	0
zsojenzém	zsojenzémnak	1	0	1	1	0	1	1	0	0	0	0
zsojenzém	zsojenzémnek	0	1	0	0	0	0	0	0	0	0	0
álzest	álzestnak	0	0	1	1	1	0	0	0	0	1	0
álzest	álzestnek	1	1	0	0	0	0	0	0	0	0	0
votagín	votagínnak	0	0	1	0	0	0	0	1	0	0	0
votagín	votagínnek	1	1	0	0	0	0	0	0	0	0	0
Záve	Závenak	1	0	1	1	1	0	0	0	0	0	0
Záve	Závenek	0	1	0	0	0	0	0	0	0	0	0
Klégy	Klégynak	1	0	1	1	0	0	0	0	0	0	0
Klégy	Klégynek	0	0	0	0	0	0	0	0	0	0	0
Struzmélt	Struzméltnak	0	0	1	1	0	0	0	0	0	1	0
Struzmélt	Struzméltnek	1	1	0	0	0	0	0	0	0	0	0
Bankodéss	Bankodéssnak	0	0	1	1	0	0	0	0	1	1	0
Bankodéss	Bankodéssnek	1	1	0	0	0	0	0	0	0	0	0
putatép	putatépnak	0	0	1	1	0	0	1	0	0	0	0
putatép	putatépnek	1	1	0	0	0	0	0	0	0	0	0
bánsimm	bánsimmnak	1	0	1	0	0	0	1	0	0	1	0
bánsimm	bánsimmnek	0	1	0	0	0	0	0	0	0	0	0
gyárlástel	gyárlástelnak	0	0	1	1	1	0	0	1	0	0	0
gyárlástel	gyárlástelnek	1	1	0	0	0	0	0	0	0	0	0
Hamem	Hamemnak	0	0	1	1	1	0	1	0	0	0	0
Hamem	Hamemnek	1	1	0	0	0	0	0	0	0	0	0
nerny	nernynak	0	0	1	1	1	0	0	1	0	1	0
nerny	nernynek	1	0	0	0	0	0	0	0	0	0	0
Azek	Azeknak	0	0	1	1	1	0	0	0	0	0	0
Azek	Azeknek	1	1	0	0	0	0	0	0	0	0	0
apelk	apelknak	1	0	1	1	1	0	0	0	0	1	0
apelk	apelknek	0	1	0	0	0	0	0	0	0	0	0
userc	usercnak	1	0	1	1	1	0	0	0	1	1	0
userc	usercnek	0	1	0	0	0	0	0	0	0	0	0
pélm	pélmnak	0	0	1	1	0	0	1	0	0	1	0
pélm	pélmnek	1	0	0	0	0	0	0	0	0	0	0
Kes	Kesnak	0	0	1	1	1	0	0	0	1	0	0
Kes	Kesnek	1	0	0	0	0	0	0	0	0	0	0
Tázmotrél	Tázmotrélnak	1	0	1	1	0	0	0	1	0	0	0
Tázmotrél	Tázmotrélnek	0	1	0	0	0	0	0	0	0	0	0
Tondes	Tondesnak	1	0	1	1	1	0	0	0	1	0	0
Tondes	Tondesnek	0	1	0	0	0	0	0	0	0	0	0
Osél	Osélnak	0	0	1	1	0	0	0	1	0	0	0
Osél	Osélnek	1	1	0	0	0	0	0	0	0	0	0
tarzett	tarzettnak	0	0	1	1	1	0	0	0	0	1	0
tarzett	tarzettnek	1	1	0	0	0	0	0	0	0	0	0
csonyém	csonyémnak	0	0	1	1	0	0	1	0	0	0	0
csonyém	csonyémnek	1	1	0	0	0	0	0	0	0	0	0
nyotelély	nyotelélynak	1	0	1	1	0	1	0	0	0	0	0
nyotelély	nyotelélynek	0	1	0	0	0	0	0	0	0	0	0
Rorulyell	Rorulyellnak	0	0	1	1	1	0	0	1	0	1	0
Rorulyell	Rorulyellnek	1	1	0	0	0	0	0	0	0	0	0
témb	témbnak	0	0	1	1	0	0	1	0	0	1	0
témb	témbnek	1	0	0	0	0	0	0	0	0	0	0
Kársir	Kársirnak	1	0	1	0	0	0	0	1	0	0	0
Kársir	Kársirnek	0	1	0	0	0	0	0	0	0	0	0
ólormek	ólormeknak	1	0	1	1	1	0	0	0	0	0	0
ólormek	ólormeknek	0	1	0	0	0	0	0	0	0	0	0
vácudvén	vácudvénnak	1	0	1	1	0	0	0	1	0	0	0
vácudvén	vácudvénnek	0	1	0	0	0	0	0	0	0	0	0
tavólters	tavóltersnak	0	0	1	1	1	0	0	0	1	1	0
tavólters	tavóltersnek	1	1	0	0	0	0	0	0	0	0	0
Kesz	Kesznak	1	0	1	1	1	0	0	0	1	0	0
Kesz	Kesznek	0	0	0	0	0	0	0	0	0	0	0
Tijt	Tijtnak	1	0	1	0	0	0	0	0	0	1	0
Tijt	Tijtnek	0	0	0	0	0	0	0	0	0	0	0
Keg	Kegnak	1	0	1	1	1	0	0	0	0	0	0
Keg	Kegnek	0	0	0	0	0	0	0	0	0	0	0
Dzsanyébem	Dzsanyébemnak	0	0	1	1	1	1	1	0	0	0	0
Dzsanyébem	Dzsanyébemnek	1	1	0	0	0	0	0	0	0	0	0
bamlett	bamlettnak	0	0	1	1	1	0	0	0	0	1	0
bamlett	bamlettnek	1	1	0	0	0	0	0	0	0	0	0
máliép	máliépnak	1	0	1	1	0	1	1	0	0	0	0
máliép	máliépnek	0	1	0	0	0	0	0	0	0	0	0
plís	plísnak	0	0	1	0	0	0	0	0	1	0	0
plís	plísnek	1	0	0	0	0	0	0	0	0	0	1
Zóger	Zógernak	0	0	1	1	1	0	0	1	0	0	0
Zóger	Zógernek	1	1	0	0	0	0	0	0	0	0	0
rétt	réttnak	0	0	1	1	0	0	0	0	0	1	0
rétt	réttnek	1	0	0	0	0	0	0	0	0	0	0
Szusmeld	Szusmeldnak	1	0	1	1	1	0	0	0	0	1	0
Szusmeld	Szusmeldnek	0	1	0	0	0	0	0	0	0	0	0
jotkik	jotkiknak	1	0	1	0	0	0	0	0	0	0	0
jotkik	jotkiknek	0	1	0	0	0	0	0	0	0	0	0
ínc	íncnak	1	0	1	0	0	0	0	0	1	1	0
ínc	íncnek	0	0	0	0	0	0	0	0	0	0	1
gralkilp	gralkilpnak	0	0	1	0	0	0	1	0	0	1	0
gralkilp	gralkilpnek	1	1	0	0	0	0	0	0	0	0	0
Basszalek	Basszaleknak	0	0	1	1	1	0	0	0	0	0	0
Basszalek	Basszaleknek	1	1	0	0	0	0	0	0	0	0	0
Kártem	Kártemnak	1	0	1	1	1	0	1	0	0	0	0
Kártem	Kártemnek	0	1	0	0	0	0	0	0	0	0	0
Szes	Szesnak	1	0	1	1	1	0	0	0	1	0	0
Szes	Szesnek	0	0	0	0	0	0	0	0	0	0	0
Lopzis	Lopzisnak	0	0	1	0	0	0	0	0	1	0	0
Lopzis	Lopzisnek	1	1	0	0	0	0	0	0	0	0	0
csogeny	csogenynak	1	0	1	1	1	0	0	1	0	0	0
csogeny	csogenynek	0	1	0	0	0	0	0	0	0	0	0
ámélvill	ámélvillnak	0	0	1	0	0	1	0	1	0	1	0
ámélvill	ámélvillnek	1	1	0	0	0	0	0	0	0	0	0
bódem	bódemnak	0	0	1	1	1	0	1	0	0	0	0
bódem	bódemnek	1	1	0	0	0	0	0	0	0	0	0
Rollény	Rollénynak	1	0	1	1	0	0	0	1	0	0	0
Rollény	Rollénynek	0	1	0	0	0	0	0	0	0	0	0
lázmepé	lázmepénak	0	0	1	1	0	1	0	0	0	0	0
lázmepé	lázmepének	1	1	0	0	0	0	0	0	0	0	0
Csapakes	Csapakesnak	1	0	1	1	1	0	0	0	1	0	0
Csapakes	Csapakesnek	0	1	0	0	0	0	0	0	0	0	0
dákélkéjn	dákélkéjnnak	1	0	1	1	0	1	0	1	0	1	0
dákélkéjn	dákélkéjnnek	0	1	0	0	0	0	0	0	0	0	0
kerzs	kerzsnak	1	0	1	1	1	0	0	0	1	1	0
kerzs	kerzsnek	0	0	0	0	0	0	0	0	0	0	0
elp	elpnak	0	0	1	1	1	0	1	0	0	1	0
elp	elpnek	1	0	0	0	0	0	0	0	0	0	0
Kázitt	Kázittnak	1	0	1	0	0	0	0	0	0	1	0
Kázitt	Kázittnek	0	1	0	0	0	0	0	0	0	0	0
Hem	Hemnak	1	0	1	1	1	0	1	0	0	0	0
Hem	Hemnek	0	0	0	0	0	0	0	0	0	0	0
Frunysir	Frunysirnak	0	0	1	0	0	0	0	1	0	0	0
Frunysir	Frunysirnek	1	1	0	0	0	0	0	0	0	0	0
Laartím	Laartímnak	0	0	1	0	0	0	1	0	0	0	0
Laartím	Laartímnek	1	1	0	0	0	0	0	0	0	0	0
bagyléngy	bagyléngynak	1	0	1	1	0	0	0	0	0	1	0
bagyléngy	bagyléngynek	0	1	0	0	0	0	0	0	0	0	0
dagysék	dagyséknak	0	0	1	1	0	0	0	0	0	0	0
dagysék	dagyséknek	1	1	0	0	0	0	0	0	0	0	0
nálész	nálésznak	0	0	1	1	0	0	0	0	1	0	0
nálész	nálésznek	1	1	0	0	0	0	0	0	0	0	0
Ocet	Ocetnak	0	0	1	1	1	0	0	0	0	0	0
Ocet	Ocetnek	1	1	0	0	0	0	0	0	0	0	0
martjés	martjésnak	0	0	1	1	0	0	0	0	1	0	0
martjés	martjésnek	1	1	0	0	0	0	0	0	0	0	0
Zset	Zsetnak	0	0	1	1	1	0	0	0	0	0	0
Zset	Zsetnek	1	0	0	0	0	0	0	0	0	0	0
kanitt	kanittnak	1	0	1	0	0	0	0	0	0	1	0
kanitt	kanittnek	0	1	0	0	0	0	0	0	0	0	0
bakén	bakénnak	1	0	1	1	0	0	0	1	0	0	0
bakén	bakénnek	0	1	0	0	0	0	0	0	0	0	0
szins	szinsnak	1	0	1	0	0	0	0	0	1	1	0
szins	szinsnek	0	0	0	0	0	0	0	0	0	0	0
Száldadsipp	Száldadsippnak	0	0	1	0	0	0	1	0	0	1	0
Száldadsipp	Száldadsippnek	1	1	0	0	0	0	0	0	0	0	0
Ém	Émnak	1	0	1	1	0	0	1	0	0	0	0
Ém	Émnek	0	0	0	0	0	0	0	0	0	0	0
Atenty	Atentynak	0	0	1	1	1	0	0	0	0	1	0
Atenty	Atentynek	1	1	0	0	0	0	0	0	0	0	0
Jes	Jesnak	0	0	1	1	1	0	0	0	1	0	0
Jes	Jesnek	1	0	0	0	0	0	0	0	0	0	0
szogéjn	szogéjnnak	0	0	1	1	0	0	0	1	0	1	0
szogéjn	szogéjnnek	1	1	0	0	0	0	0	0	0	0	0
oten	otennak	1	0	1	1	1	0	0	1	0	0	0
oten	otennek	0	1	0	0	0	0	0	0	0	0	0
zádém	zádémnak	1	0	1	1	0	0	1	0	0	0	0
zádém	zádémnek	0	1	0	0	0	0	0	0	0	0	0
Hés	Hésnak	1	0	1	1	0	0	0	0	1	0	0
Hés	Hésnek	0	0	0	0	0	0	0	0	0	0	0
csazitért	csazitértnak	1	0	1	1	0	1	0	0	0	1	0
csazitért	csazitértnek	0	1	0	0	0	0	0	0	0	0	0
Ert	Ertnak	1	0	1	1	1	0	0	0	0	1	0
Ert	Ertnek	0	0	0	0	0	0	0	0	0	0	0
mátérzim	mátérzimnak	1	0	1	0	0	1	1	0	0	0	0
mátérzim	mátérzimnek	0	1	0	0	0	0	0	0	0	0	0
hoely	hoelynak	0	0	1	1	1	0	0	0	0	0	0
hoely	hoelynek	1	1	0	0	0	0	0	0	0	0	0
Ozmén	Ozménnak	1	0	1	1	0	0	0	1	0	0	0
Ozmén	Ozménnek	0	1	0	0	0	0	0	0	0	0	0
szákmerny	szákmernynak	0	0	1	1	1	0	0	1	0	1	0
szákmerny	szákmernynek	1	1	0	0	0	0	0	0	0	0	0
kódleszk	kódleszknak	0	0	1	1	1	0	0	0	0	1	0
kódleszk	kódleszknek	1	1	0	0	0	0	0	0	0	0	0
Tátamir	Tátamirnak	1	0	1	0	0	0	0	1	0	0	0
Tátamir	Tátamirnek	0	1	0	0	0	0	0	0	0	0	0
Teg	Tegnak	0	0	1	1	1	0	0	0	0	0	0
Teg	Tegnek	1	0	0	0	0	0	0	0	0	0	0
talnin	talninnak	1	0	1	0	0	0	0	1	0	0	0
talnin	talninnek	0	1	0	0	0	0	0	0	0	0	0
Kókem	Kókemnak	0	0	1	1	1	0	1	0	0	0	0
Kókem	Kókemnek	1	1	0	0	0	0	0	0	0	0	0
árgotém	árgotémnak	0	0	1	1	0	0	1	0	0	0	0
árgotém	árgotémnek	1	1	0	0	0	0	0	0	0	0	0
vecc	veccnak	0	0	1	1	1	0	0	0	1	1	0
vecc	veccnek	1	0	0	0	0	0	0	0	0	0	0
Colel	Colelnak	1	0	1	1	1	0	0	1	0	0	0
Colel	Colelnek	0	1	0	0	0	0	0	0	0	0	0
Fáfrírs	Fáfrírsnak	0	0	1	0	0	0	0	0	1	1	0
Fáfrírs	Fáfrírsnek	1	1	0	0	0	0	0	0	0	0	0
Bólkazes	Bólkazesnak	0	0	1	1	1	0	0	0	1	0	0
Bólkazes	Bólkazesnek	1	1	0	0	0	0	0	0	0	0	0
csoepp	csoeppnak	0	0	1	1	1	0	1	0	0	1	0
csoepp	csoeppnek	1	1	0	0	0	0	0	0	0	0	0
Hónyébb	Hónyébbnak	1	0	1	1	0	0	1	0	0	1	0
Hónyébb	Hónyébbnek	0	1	0	0	0	0	0	0	0	0	0
áles	álesnak	0	0	1	1	1	0	0	0	1	0	0
áles	álesnek	1	1	0	0	0	0	0	0	0	0	0
Ornyences	Ornyencesnak	0	0	1	1	1	1	0	0	1	0	0
Ornyences	Ornyencesnek	1	1	0	0	0	0	0	0	0	0	0
tozodit	tozoditnak	1	0	1	0	0	0	0	0	0	0	0
tozodit	tozoditnek	0	1	0	0	0	0	0	0	0	0	0
